"Wavelength","BG18",      "BG25",      "BG3",       "BG36",      "BG38",      "BG39",      "BG40",      "BG42",      "BG47",      "BG55",      "BG59",      "BG60",      "BG60HT",    "BG61",      "BG62",      "BG62HT",    "BG63",      "BG64",      "BG66",      "BG66HS",    "BG67",      "BG67HT",    "BG7",       "GG395",     "GG400",     "GG420",     "GG435",     "GG455",     "GG475",     "GG495",     "KG1",       "KG2",       "KG3",       "KG5",       "N-WG205",   "N-WG280",   "N-WG295",   "N-WG305",   "N-WG320",   "N-WG360",   "NG1",       "NG11",      "NG3",       "NG4",       "NG5",       "NG9",       "OG515",     "OG530",     "OG550",     "OG570",     "OG590",     "RG1000",    "RG610",     "RG630",     "RG645",     "RG665",     "RG695",     "RG715",     "RG780",     "RG830",     "RG850",     "RG9",       "RG905",     "S7000",     "S7005",     "S7010N",    "S8008G",    "S8022",     "S8023",     "S8612",     "S8802",     "S8806A",    "S8808",     "S8809",     "S8851",     "UG1",       "UG11",      "UG2A",      "UG5",       "VG20",      "VG9"
2950,        0.002113,    0.6436,      0.5698,      0.457,       0.002547,    0.04535,     0.005754,    0.03497,     0.3877,      0.01629,     0.04828,     0.5097,      0.64,        0.4504,      0.6267,      0.6549,      0.4941,      0.4734,      0.7387,      0.502,       0.5066,      0.7303,      0.6698,      0.2688,      0.2848,      0.2777,      0.2847,      0.2713,      0.2713,      0.2714,      9.931e-05,   0.003811,    0.0001725,   0.0001856,   0.1992,      0.4882,      0.4419,      0.4594,      0.4109,      0.2659,      0.1043,      0.1527,      0.1784,      0.1679,      0.1935,      0.17,        0.3569,      0.3642,      0.3684,      0.3676,      0.3524,      0.3942,      0.3671,      0.3817,      0.3779,      0.3359,      0.397,       0.3336,      0.1071,      0.117,       0.1212,      0.1185,      0.2536,      0.7474,      0.5612,      0.6345,      0.539,       0.1074,      0.03724,     0.05346,     0.1264,      0.25,        0.0266,      ,            ,            0.1354,      0.002547,    0.05439,     0.007228,    0.7303,      0.589
3000,        0.001318,    0.63,        0.5623,      0.4695,      0.001531,    0.02671,     0.002153,    0.02755,     0.3388,      0.01137,     0.03175,     0.4513,      0.5905,      0.3893,      0.5754,      0.6073,      0.4325,      0.4106,      0.7035,      0.449,       0.4476,      0.6961,      0.6536,      0.2738,      0.2819,      0.2832,      0.289,       0.2723,      0.2719,      0.2751,      8.892e-05,   0.003483,    0.0001586,   0.0001817,   0.239,       0.4934,      0.4509,      0.4707,      0.4219,      0.2677,      0.1171,      0.1762,      0.2,         0.19,        0.22,        0.19,        0.3519,      0.354,       0.357,       0.3531,      0.3453,      0.3704,      0.3529,      0.3698,      0.3671,      0.3259,      0.3859,      0.3236,      0.09129,     0.1002,      0.1043,      0.1203,      0.2324,      0.7466,      0.5532,      0.6321,      0.5543,      0.08629,     0.02578,     0.03712,     0.1191,      0.263,       0.01993,     ,            ,            0.14,        0.001589,    0.05885,     0.003784,    0.6961,      0.58
3050,        0.001,       0.6079,      0.5481,      0.4748,      0.000929,    0.01536,     0.0008072,   0.02263,     0.297,       0.008398,    0.02156,     0.3996,      0.5454,      0.3366,      0.5287,      0.5638,      0.3786,      0.356,       0.6707,      0.4039,      0.3964,      0.6643,      0.6281,      0.2675,      0.2755,      0.2786,      0.2838,      0.264,       0.2657,      0.2686,      8.612e-05,   0.003357,    0.0001571,   0.0001894,   0.2823,      0.4934,      0.4537,      0.4707,      0.4249,      0.2591,      0.1313,      0.2073,      0.2224,      0.2184,      0.2485,      0.2112,      0.331,       0.3325,      0.3358,      0.332,       0.3252,      0.3373,      0.3291,      0.3471,      0.3455,      0.3067,      0.3665,      0.3067,      0.07961,     0.0862,      0.09268,     0.1164,      0.2053,      0.7431,      0.5439,      0.6265,      0.5634,      0.07123,     0.0184,      0.02668,     0.1076,      0.2713,      0.01517,     ,            ,            0.1439,      0.001,       0.06181,     0.002037,    0.6643,      0.5626
3100,        0.0007,      0.59,        0.5264,      0.4767,      0.0006,      0.008588,    0.0002818,   0.01895,     0.2598,      0.006519,    0.01474,     0.3524,      0.5027,      0.2896,      0.4846,      0.5224,      0.3298,      0.3067,      0.6389,      0.3635,      0.3497,      0.6331,      0.6016,      0.2561,      0.2667,      0.2687,      0.2715,      0.2507,      0.2506,      0.2558,      9.044e-05,   0.003334,    0.0001649,   0.0002083,   0.327,       0.49,        0.4518,      0.4679,      0.4236,      0.2422,      0.1469,      0.24,        0.25,        0.2448,      0.28,        0.2347,      0.3011,      0.3076,      0.3065,      0.3052,      0.2969,      0.3015,      0.3018,      0.3189,      0.3177,      0.2847,      0.3462,      0.2864,      0.07064,     0.0765,      0.0831,      0.1094,      0.1763,      0.7354,      0.5313,      0.6167,      0.5656,      0.0595,      0.01314,     0.01947,     0.09357,     0.2735,      0.01163,     ,            ,            0.1476,      0.0006966,   0.06279,     0.001169,    0.6331,      0.54
3150,        0.0005248,   0.5621,      0.5066,      0.472,       0.0004236,   0.004772,    9.84e-05,    0.01605,     0.2275,      0.005315,    0.01021,     0.3104,      0.4626,      0.2488,      0.4432,      0.4834,      0.2863,      0.2634,      0.6083,      0.3275,      0.3079,      0.6032,      0.5741,      0.2409,      0.2557,      0.2553,      0.2572,      0.2344,      0.2333,      0.2409,      9.75e-05,    0.003357,    0.0001794,   0.000233,    0.3692,      0.4835,      0.4466,      0.46,        0.4194,      0.2198,      0.1675,      0.2752,      0.2752,      0.2727,      0.3057,      0.2582,      0.2673,      0.282,       0.2725,      0.2759,      0.2648,      0.2644,      0.2753,      0.2884,      0.2911,      0.267,       0.3243,      0.266,       0.06354,     0.06962,     0.07685,     0.1016,      0.1484,      0.7247,      0.5159,      0.6036,      0.562,       0.05038,     0.009636,    0.01445,     0.07907,     0.2685,      0.008979,    ,            ,            0.1508,      0.0005,      0.06159,     0.000743,    0.6032,      0.5183
3200,        0.0004,      0.53,        0.484,       0.4547,      0.0003,      0.002711,    3e-05,       0.01362,     0.201,       0.004538,    0.007304,    0.2744,      0.4268,      0.2145,      0.4065,      0.4482,      0.2493,      0.2268,      0.5802,      0.2968,      0.2721,      0.5784,      0.5456,      0.2224,      0.2381,      0.2405,      0.2407,      0.2168,      0.2158,      0.2257,      0.0001074,   0.00342,     0.0002,      0.000267,    0.397,       0.474,       0.4357,      0.4518,      0.41,        0.196,       0.186,       0.3091,      0.3,         0.3,         0.3364,      0.28,        0.244,       0.2556,      0.2459,      0.2507,      0.2322,      0.2303,      0.2529,      0.2589,      0.2687,      0.2501,      0.3018,      0.2477,      0.05827,     0.06599,     0.07425,     0.09522,     0.1232,      0.7118,      0.4984,      0.5884,      0.5546,      0.0438,      0.007306,    0.01116,     0.06593,     0.2512,      0.006989,    ,            ,            0.1546,      0.000375,    0.05873,     0.0004775,   0.5784,      0.5
3250,        0.0003412,   0.5086,      0.4632,      0.398,       0.0002133,   0.001632,    1.033e-05,   0.01195,     0.1807,      0.004113,    0.005506,    0.2449,      0.3957,      0.1871,      0.3749,      0.4175,      0.2191,      0.1972,      0.5554,      0.2714,      0.2426,      0.5564,      0.517,       0.2055,      0.217,       0.2235,      0.2237,      0.1998,      0.1989,      0.2105,      0.0001208,   0.003491,    0.0002324,   0.0003098,   0.389,       0.4622,      0.4258,      0.4376,      0.4011,      0.1727,      0.204,       0.3421,      0.3236,      0.3262,      0.3628,      0.304,       0.2238,      0.2313,      0.2244,      0.2286,      0.2078,      0.2013,      0.2334,      0.2366,      0.2482,      0.2347,      0.2824,      0.2325,      0.05439,     0.06294,     0.07161,     0.08942,     0.1019,      0.698,       0.4804,      0.5718,      0.545,       0.03942,     0.005847,    0.009156,    0.05475,     0.2105,      0.005516,    ,            ,            0.158,       0.0002897,   0.0551,      0.0003236,   0.5564,      0.4787
3300,        0.0003097,   0.484,       0.4443,      0.3137,      0.0001422,   0.001062,    1e-05,       0.01104,     0.1659,      0.003971,    0.004428,    0.2218,      0.37,        0.1658,      0.3489,      0.3919,      0.1952,      0.174,       0.5344,      0.2513,      0.2195,      0.5361,      0.493,       0.1892,      0.1987,      0.2064,      0.2073,      0.1836,      0.1827,      0.1931,      0.0001397,   0.003614,    0.0002755,   0.0003557,   0.3273,      0.4423,      0.4088,      0.4188,      0.3864,      0.1514,      0.2129,      0.3525,      0.33,        0.3372,      0.37,        0.3149,      0.2048,      0.209,       0.2055,      0.2093,      0.1899,      0.1753,      0.2183,      0.2219,      0.2309,      0.2224,      0.2667,      0.2202,      0.05195,     0.05949,     0.06837,     0.08429,     0.0842,      0.6829,      0.4624,      0.5542,      0.5346,      0.03689,     0.004945,    0.007488,    0.04581,     0.141,       0.004325,    ,            ,            0.1621,      0.000236,    0.05112,     0.0002296,   0.5361,      0.46
3350,        0.0002871,   0.4636,      0.4274,      0.2154,      0.0001138,   0.0007617,   1e-05,       0.01027,     0.1556,      0.004064,    0.003805,    0.2043,      0.3495,      0.15,        0.3284,      0.3714,      0.1771,      0.1565,      0.5175,      0.2363,      0.2018,      0.5195,      0.4715,      0.1733,      0.1864,      0.1911,      0.192,       0.1681,      0.168,       0.1754,      0.0001594,   0.003793,    0.000343,    0.000432,    0.22,        0.4173,      0.3852,      0.4017,      0.37,        0.1324,      0.2044,      0.3412,      0.3116,      0.32,        0.3511,      0.2923,      0.1862,      0.19,        0.1881,      0.1906,      0.1755,      0.1507,      0.206,       0.2117,      0.2176,      0.2148,      0.2563,      0.212,       0.05008,     0.05595,     0.06445,     0.07998,     0.07017,     0.6653,      0.4439,      0.5352,      0.524,       0.03594,     0.004463,    0.006807,    0.03869,     0.0671,      0.003401,    ,            ,            0.1668,      0.0002075,   0.04711,     0.000191,    0.5195,      0.4392
3400,        0.0002793,   0.4449,      0.41,        0.1186,      0.0001,      0.0006129,   1e-05,       0.01018,     0.1496,      0.004457,    0.003515,    0.1921,      0.3339,      0.1394,      0.3129,      0.3556,      0.164,       0.144,       0.5044,      0.2259,      0.1895,      0.5065,      0.4512,      0.1601,      0.1757,      0.176,       0.1782,      0.154,       0.1558,      0.1601,      0.0001805,   0.00413,     0.0004356,   0.000564,    0.1048,      0.3885,      0.3568,      0.3724,      0.345,       0.1163,      0.1661,      0.29,        0.26,        0.27,        0.29,        0.25,        0.1707,      0.1744,      0.1749,      0.173,       0.1643,      0.1302,      0.1965,      0.2061,      0.2081,      0.2144,      0.2535,      0.2072,      0.04755,     0.05237,     0.05946,     0.07746,     0.05923,     0.6429,      0.4247,      0.5126,      0.5139,      0.03609,     0.00426,     0.006426,    0.03324,     0.021,       0.002616,    ,            ,            0.1718,      0.0001824,   0.04352,     0.0001758,   0.5065,      0.4213
3450,        0.0003034,   0.433,       0.3981,      0.04861,     9.12e-05,    0.000565,    1e-05,       0.01055,     0.1478,      0.005018,    0.003501,    0.1852,      0.3245,      0.133,       0.3039,      0.3461,      0.1564,      0.1367,      0.4961,      0.2202,      0.1825,      0.4991,      0.4376,      0.1494,      0.1659,      0.1639,      0.1665,      0.1421,      0.1467,      0.1487,      0.0002178,   0.004645,    0.0005699,   0.000728,    0.0342,      0.3516,      0.3242,      0.3401,      0.3093,      0.1035,      0.1384,      0.2186,      0.1948,      0.2052,      0.217,       0.19,        0.1598,      0.1637,      0.166,       0.1604,      0.1571,      0.1174,      0.1917,      0.2064,      0.2036,      0.2198,      0.2581,      0.2093,      0.04414,     0.04889,     0.05405,     0.07752,     0.05152,     0.6193,      0.4063,      0.4911,      0.5054,      0.03746,     0.00438,     0.006601,    0.02897,     0.00439,     0.002041,    ,            ,            0.1769,      0.0001758,   0.04076,     0.0001758,   0.4991,      0.4118
3500,        0.0003606,   0.4228,      0.3915,      0.01952,     9.55e-05,    0.0005886,   1e-05,       0.01139,     0.15,        0.006034,    0.003751,    0.1834,      0.3205,      0.1313,      0.3002,      0.3419,      0.1535,      0.1339,      0.4929,      0.2192,      0.1804,      0.4961,      0.4328,      0.1437,      0.1586,      0.1578,      0.1606,      0.1357,      0.1419,      0.1438,      0.0002881,   0.005333,    0.0007511,   0.000932,    0.008818,    0.3114,      0.2878,      0.2997,      0.2669,      0.0949,      0.0944,      0.15,        0.14,        0.14,        0.15,        0.13,        0.1533,      0.1583,      0.1599,      0.154,       0.1528,      0.1088,      0.1933,      0.2103,      0.2049,      0.229,       0.2681,      0.2171,      0.0402,      0.04561,     0.04881,     0.07945,     0.04635,     0.5955,      0.393,       0.472,       0.5,         0.04005,     0.00474,     0.006905,    0.02641,     0.0006351,   0.001717,    ,            ,            0.1825,      0.0001875,   0.03919,     0.000191,    0.4961,      0.4034
3550,        0.0004634,   0.42,        0.3896,      0.006251,    0.0001057,   0.0006906,   1e-05,       0.01284,     0.1567,      0.007359,    0.004305,    0.1867,      0.3231,      0.1359,      0.3034,      0.3445,      0.1559,      0.1362,      0.4948,      0.2233,      0.1834,      0.4998,      0.4316,      0.1407,      0.1536,      0.1551,      0.1567,      0.1359,      0.1402,      0.141,       0.0003919,   0.006109,    0.0009992,   0.001222,    0.002255,    0.2708,      0.2486,      0.2637,      0.2314,      0.09043,     0.0625,      0.1018,      0.0854,      0.0938,      0.1012,      0.0877,      0.1517,      0.1556,      0.1546,      0.1536,      0.1494,      0.103,       0.1999,      0.216,       0.2113,      0.2412,      0.2819,      0.2313,      0.03737,     0.04294,     0.04544,     0.0824,      0.04383,     0.58,        0.3874,      0.4617,      0.499,       0.04379,     0.00545,     0.007981,    0.02529,     ,            0.001632,    ,            ,            0.1891,      0.0002133,   0.03909,     0.0002133,   0.4998,      0.4
3600,        0.0006,      0.42,        0.3915,      0.002675,    0.0001358,   0.0008896,   1e-05,       0.01445,     0.1662,      0.009128,    0.005247,    0.195,       0.3311,      0.1432,      0.3118,      0.3524,      0.1629,      0.1428,      0.5022,      0.2327,      0.1913,      0.5074,      0.4338,      0.1403,      0.1499,      0.1535,      0.1559,      0.1378,      0.1403,      0.1393,      0.0005113,   0.007119,    0.001302,    0.001604,    0.0006575,   0.2429,      0.22,        0.236,       0.212,       0.08906,     0.04,        0.0735,      0.0622,      0.07,        0.07,        0.06,        0.1549,      0.1548,      0.1533,      0.1568,      0.1469,      0.09915,     0.2098,      0.224,       0.2208,      0.2577,      0.2973,      0.2476,      0.03722,     0.04356,     0.0451,      0.08704,     0.04281,     0.5717,      0.3887,      0.4564,      0.5022,      0.04878,     0.00645,     0.00893,     0.02587,     ,            0.00172,     ,            ,            0.1995,      0.0002594,   0.04021,     0.0002547,   0.5074,      0.4
3650,        0.0008185,   0.4228,      0.3981,      0.001009,    0.0001694,   0.001246,    1e-05,       0.01637,     0.178,       0.01095,     0.006721,    0.2082,      0.3451,      0.1554,      0.326,       0.3662,      0.1752,      0.1544,      0.5144,      0.2474,      0.2044,      0.5196,      0.4378,      0.1412,      0.1493,      0.154,       0.1573,      0.1333,      0.1418,      0.1396,      0.0006113,   0.007893,    0.00163,     0.00195,     0.0005338,   0.2207,      0.2018,      0.2164,      0.1961,      0.08965,     0.0327,      0.0631,      0.0496,      0.0564,      0.0586,      0.0511,      0.1601,      0.157,       0.1558,      0.1618,      0.1478,      0.09763,     0.2201,      0.2323,      0.2302,      0.2734,      0.3121,      0.2649,      0.03809,     0.04528,     0.04534,     0.09214,     0.04292,     0.5619,      0.3896,      0.4492,      0.5062,      0.05436,     0.007713,    0.01037,     0.02724,     ,            0.001863,    ,            ,            0.207,       0.0003,      0.04237,     0.0003,      0.5196,      0.4024
3700,        0.001,       0.4262,      0.4038,      0.0005636,   0.0002,      0.001829,    1.213e-05,   0.01775,     0.1875,      0.01209,     0.00882,     0.2259,      0.3635,      0.1718,      0.3448,      0.3841,      0.1921,      0.1706,      0.5296,      0.2668,      0.2218,      0.5342,      0.4437,      0.1448,      0.1537,      0.1571,      0.1608,      0.1353,      0.1458,      0.1435,      0.0006632,   0.007376,    0.001822,    0.002208,    0.0013,      0.2325,      0.2127,      0.2268,      0.202,       0.09206,     0.0355,      0.08,        0.06,        0.07,        0.0711,      0.06,        0.1653,      0.1617,      0.1601,      0.1671,      0.1509,      0.098,       0.2302,      0.241,       0.2399,      0.2872,      0.3257,      0.2827,      0.03777,     0.04138,     0.0417,      0.09734,     0.04391,     0.549,       0.3872,      0.4375,      0.5118,      0.058,       0.008548,    0.01127,     0.02912,     ,            0.002024,    ,            ,            0.2146,      0.0003206,   0.0455,      0.0003581,   0.5342,      0.41
3750,        0.001117,    0.4322,      0.4132,      0.0004498,   0.0002296,   0.00258,     2.518e-05,   0.01729,     0.1847,      0.01149,     0.01117,     0.2432,      0.3805,      0.1889,      0.3621,      0.4004,      0.2095,      0.1874,      0.5413,      0.2868,      0.2392,      0.5437,      0.4531,      0.1512,      0.1636,      0.1636,      0.1688,      0.1428,      0.153,       0.1488,      0.0005698,   0.005454,    0.001693,    0.002015,    0.003496,    0.2613,      0.2453,      0.26,        0.2246,      0.09647,     0.0483,      0.1159,      0.0848,      0.1012,      0.1077,      0.081,       0.1708,      0.1681,      0.1653,      0.173,       0.1558,      0.1002,      0.2411,      0.2495,      0.2503,      0.2991,      0.3377,      0.2995,      0.03428,     0.0355,      0.03687,     0.1032,      0.04577,     0.5293,      0.3775,      0.4176,      0.5188,      0.05505,     0.007773,    0.01048,     0.03168,     ,            0.002243,    ,            ,            0.223,       0.0003177,   0.0496,      0.0004036,   0.5437,      0.4175
3800,        0.001156,    0.4424,      0.4226,      0.0005035,   0.0002317,   0.003154,    4.169e-05,   0.01543,     0.164,       0.009901,    0.01287,     0.2484,      0.3826,      0.1973,      0.3647,      0.4015,      0.2171,      0.1951,      0.5348,      0.2981,      0.2455,      0.5316,      0.4648,      0.1583,      0.174,       0.172,       0.1759,      0.1502,      0.1617,      0.1553,      0.0003991,   0.003463,    0.001292,    0.001577,    0.005778,    0.2746,      0.2557,      0.273,       0.24,        0.1023,      0.066,       0.1583,      0.1156,      0.1327,      0.14,        0.1055,      0.1767,      0.1751,      0.1725,      0.1787,      0.1624,      0.1036,      0.2527,      0.2579,      0.2623,      0.309,       0.3478,      0.3127,      0.03105,     0.034,       0.0354,      0.1105,      0.04874,     0.5223,      0.3725,      0.4038,      0.5291,      0.04448,     0.005431,    0.009124,    0.03501,     ,            0.00238,     ,            ,            0.24,        0.0003,      0.05487,     0.000413,    0.5316,      0.43
3850,        0.001072,    0.4517,      0.433,       0.0006764,   0.0002193,   0.003205,    5.395e-05,   0.01301,     0.1327,      0.008076,    0.01311,     0.2331,      0.3583,      0.1886,      0.3416,      0.3755,      0.2055,      0.1849,      0.4976,      0.2898,      0.2318,      0.4866,      0.4779,      0.1667,      0.181,       0.1772,      0.1802,      0.1579,      0.1674,      0.1619,      0.000235,    0.001917,    0.0008111,   0.001039,    0.005658,    0.2651,      0.25,        0.2656,      0.2356,      0.1092,      0.0774,      0.1725,      0.1363,      0.1539,      0.1583,      0.1231,      0.1817,      0.1819,      0.1806,      0.1839,      0.1697,      0.108,       0.2631,      0.266,       0.2714,      0.3173,      0.3564,      0.3232,      0.03484,     0.04058,     0.04188,     0.1182,      0.05293,     0.5329,      0.3825,      0.4062,      0.5408,      0.03093,     0.003027,    0.007921,    0.03929,     4.46e-05,    0.002934,    ,            ,            0.2592,      0.0002594,   0.06125,     0.0003873,   0.4866,      0.442
3900,        0.000865,    0.4636,      0.4462,      0.0008872,   0.0002,      0.002858,    5.333e-05,   0.01018,     0.1027,      0.005598,    0.01192,     0.2041,      0.3143,      0.1668,      0.2998,      0.3297,      0.1796,      0.1614,      0.4373,      0.2617,      0.2036,      0.4207,      0.4903,      0.1668,      0.1771,      0.1785,      0.1817,      0.1614,      0.1685,      0.1643,      0.0001033,   0.000835,    0.0004055,   0.000456,    0.004117,    0.2462,      0.232,       0.2457,      0.2195,      0.1158,      0.0759,      0.1574,      0.13,        0.14,        0.1473,      0.1181,      0.185,       0.1888,      0.1878,      0.1879,      0.1765,      0.1136,      0.2708,      0.2735,      0.2787,      0.3241,      0.3633,      0.3305,      0.04632,     0.05135,     0.05486,     0.1239,      0.05778,     0.5403,      0.3944,      0.4102,      0.5474,      0.01879,     0.001397,    0.006253,    0.04375,     2.669e-05,   0.003803,    ,            ,            0.2774,      0.0002213,   0.06769,     0.0003451,   0.4207,      0.45
3950,        0.0005821,   0.4721,      0.4557,      0.001054,    0.0001449,   0.002168,    4.335e-05,   0.006779,    0.07051,     0.003651,    0.009336,    0.1707,      0.2645,      0.1399,      0.2524,      0.278,       0.1492,      0.1338,      0.3702,      0.2215,      0.1699,      0.3509,      0.5013,      0.1618,      0.1704,      0.1744,      0.177,       0.1566,      0.1656,      0.16,        4.236e-05,   0.000336,    0.000171,    0.0001861,   0.003029,    0.2245,      0.2127,      0.224,       0.2012,      0.12,        0.0666,      0.13,        0.1068,      0.1121,      0.118,       0.0986,      0.185,       0.1925,      0.1905,      0.1893,      0.1813,      0.1179,      0.2756,      0.2783,      0.2827,      0.3273,      0.3659,      0.3302,      0.06186,     0.0659,      0.07151,     0.1281,      0.06183,     0.5346,      0.397,       0.4048,      0.5475,      0.009286,    0.0004345,   0.004323,    0.04716,     5.235e-05,   0.004622,    ,            ,            0.2859,      0.000171,    0.07273,     0.000278,    0.3509,      0.4542
4000,        0.0004,      0.4772,      0.46,        0.0009311,   0.0001,      0.001246,    2e-05,       0.004415,    0.04036,     0.002558,    0.005822,    0.1275,      0.2114,      0.1051,      0.194,       0.2153,      0.1114,      0.0991,      0.2907,      0.1714,      0.1268,      0.2676,      0.5034,      0.1544,      0.1625,      0.166,       0.1683,      0.1474,      0.1582,      0.1521,      2.104e-05,   0.0001525,   7.23e-05,    7.39e-05,    0.002738,    0.2037,      0.1921,      0.2042,      0.1864,      0.1195,      0.0559,      0.106,       0.08,        0.09441,     0.1,         0.08,        0.1811,      0.1884,      0.1842,      0.1838,      0.1794,      0.1161,      0.2742,      0.2755,      0.2792,      0.3259,      0.3632,      0.3252,      0.06493,     0.0666,      0.0707,      0.1292,      0.06292,     0.5156,      0.3839,      0.3874,      0.5411,      0.003658,    9.178e-05,   0.002878,    0.04799,     5.942e-05,   0.004753,    ,            ,            0.2887,      0.000118,    0.07429,     0.0002,      0.2676,      0.4524
4050,        0.0002735,   0.47,        0.4557,      0.0006485,   6.471e-05,   0.0006041,   1e-05,       0.003031,    0.0222,      0.00171,     0.003096,    0.07682,     0.1384,      0.06433,     0.1235,      0.1386,      0.06722,     0.05906,     0.1956,      0.1138,      0.07709,     0.1689,      0.4947,      0.1433,      0.154,       0.155,       0.1561,      0.1372,      0.1473,      0.1405,      1.117e-05,   7.328e-05,   3.512e-05,   3.65e-05,    0.00311,     0.1843,      0.1753,      0.1853,      0.1692,      0.1127,      0.05129,     0.106,       0.08,        0.09,        0.08913,     0.0781,      0.1729,      0.1758,      0.1706,      0.17,        0.1678,      0.1089,      0.2614,      0.2645,      0.2656,      0.3147,      0.3523,      0.3154,      0.05684,     0.05851,     0.06328,     0.1255,      0.0593,      0.4951,      0.3641,      0.3685,      0.5286,      0.001282,    1.79e-05,    0.001922,    0.04507,     4.125e-05,   0.003844,    ,            ,            0.2906,      8.954e-05,   0.07123,     0.0001271,   0.1689,      0.4429
4100,        0.0001803,   0.45,        0.44,        0.0004112,   4.436e-05,   0.0002775,   1e-05,       0.002085,    0.01201,     0.001227,    0.001568,    0.04036,     0.07617,     0.0343,      0.06781,     0.07754,     0.03475,     0.03025,     0.1091,      0.06435,     0.04066,     0.09411,     0.4778,      0.1295,      0.1405,      0.141,       0.1404,      0.1244,      0.1326,      0.1265,      1e-05,       4.198e-05,   2.115e-05,   1.57e-05,    0.003612,    0.1645,      0.1574,      0.165,       0.1516,      0.09989,     0.053,       0.1058,      0.08511,     0.09441,     0.0955,      0.08,        0.1582,      0.1579,      0.1507,      0.1503,      0.148,       0.0984,      0.2362,      0.2425,      0.2436,      0.294,       0.3308,      0.2993,      0.04949,     0.05083,     0.05719,     0.1144,      0.05118,     0.4796,      0.3467,      0.3564,      0.5098,      0.0004598,   1e-05,       0.001324,    0.03911,     3.178e-05,   0.002771,    ,            ,            0.2925,      6.653e-05,   0.06414,     8.166e-05,   0.09411,     0.42
4150,        0.0001256,   0.4305,      0.417,       0.0002,      3.09e-05,    0.0001304,   1e-05,       0.001498,    0.006789,    0.0009269,   0.0008159,   0.02037,     0.03905,     0.01749,     0.03506,     0.04183,     0.01686,     0.01459,     0.05625,     0.03347,     0.02051,     0.05303,     0.456,       0.1116,      0.1266,      0.1232,      0.1219,      0.1092,      0.1147,      0.1113,      1e-05,       2.924e-05,   1.291e-05,   1e-05,       0.003861,    0.1408,      0.1342,      0.14,        0.1323,      0.08423,     0.0561,      0.1117,      0.09016,     0.09772,     0.1,         0.0859,      0.138,       0.1342,      0.1305,      0.1297,      0.1246,      0.08574,     0.208,       0.2177,      0.2152,      0.2697,      0.305,       0.2758,      0.04707,     0.04831,     0.05179,     0.1006,      0.04086,     0.4652,      0.3344,      0.3516,      0.4845,      0.0001798,   1e-05,       0.0009941,   0.03192,     2.013e-05,   0.002056,    ,            ,            0.2934,      5.741e-05,   0.05492,     5.902e-05,   0.05303,     0.4015
4200,        0.0001064,   0.4,         0.3915,      8.913e-05,   2.5e-05,     7.747e-05,   1e-05,       0.001191,    0.004526,    0.0007882,   0.0004886,   0.01121,     0.0211,      0.009654,    0.01926,     0.02268,     0.008809,    0.007556,    0.02989,     0.01817,     0.01109,     0.02924,     0.43,        0.09191,     0.1089,      0.1053,      0.1034,      0.091,       0.0952,      0.0949,      1e-05,       2.239e-05,   1e-05,       1e-05,       0.003738,    0.1155,      0.1111,      0.1144,      0.1092,      0.06895,     0.0567,      0.1162,      0.09,        0.1,         0.1,         0.0865,      0.1127,      0.1099,      0.1098,      0.109,       0.1006,      0.07245,     0.1793,      0.1884,      0.1844,      0.2395,      0.277,       0.2464,      0.04802,     0.05371,     0.04878,     0.0857,      0.03081,     0.4449,      0.322,       0.3436,      0.453,       8.4e-05,     1e-05,       0.000823,    0.02508,     ,            0.001208,    ,            ,            0.2934,      5.236e-05,   0.04586,     5.093e-05,   0.02924,     0.38
4250,        0.0001102,   0.3761,      0.367,       3.746e-05,   2.41e-05,    6.541e-05,   1e-05,       0.001063,    0.003851,    0.0008827,   0.0003681,   0.007748,    0.01416,     0.006791,    0.01309,     0.01526,     0.005895,    0.00498,     0.01788,     0.01184,     0.007611,    0.0197,      0.3997,      0.06847,     0.086,       0.08629,     0.08162,     0.07064,     0.0714,      0.0757,      1e-05,       2.065e-05,   1e-05,       1e-05,       0.002866,    0.0898,      0.0884,      0.0866,      0.0844,      0.0556,      0.05495,     0.1072,      0.08318,     0.09333,     0.09441,     0.08356,     0.08609,     0.08523,     0.0879,      0.08758,     0.0775,      0.05855,     0.1482,      0.1559,      0.1529,      0.2072,      0.2394,      0.212,       0.04921,     0.05637,     0.05219,     0.06981,     0.02192,     0.415,       0.3065,      0.3254,      0.4152,      5.361e-05,   1e-05,       0.0008062,   0.01899,     ,            0.0002104,   ,            ,            0.2893,      5.383e-05,   0.03757,     5.433e-05,   0.0197,      0.3543
